Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     321/1214        void std::vector<unsigned short, std::allocator<unsigned short> >::_M_realloc_insert<unsigned short const&>(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short const&) [148]
                0.00    0.00     893/1214        std::_Vector_base<unsigned short, std::allocator<unsigned short> >::~_Vector_base() [289]
[284]    0.0    0.00    0.00    1214         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_deallocate(unsigned short*, unsigned long) [284]
                0.00    0.00     773/773         std::allocator_traits<std::allocator<unsigned short> >::deallocate(std::allocator<unsigned short>&, unsigned short*, unsigned long) [299]
-----------------------------------------------
                0.00    0.00     167/1097        std::_Vector_base<unsigned short, std::allocator<unsigned short> >::get_allocator() const [362]
                0.00    0.00     288/1097        std::vector<unsigned short, std::allocator<unsigned short> >::vector(std::vector<unsigned short, std::allocator<unsigned short> > const&) [161]
                0.00    0.00     642/1097        std::vector<unsigned short, std::allocator<unsigned short> >::max_size() const [306]
[285]    0.0    0.00    0.00    1097         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_get_Tp_allocator() const [285]
-----------------------------------------------
                0.00    0.00    1002/1002        std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_Vector_impl_data&) [329]
[286]    0.0    0.00    0.00    1002         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_Vector_impl_data const&) [286]
-----------------------------------------------
                0.00    0.00     893/893         void std::_Destroy<unsigned short*>(unsigned short*, unsigned short*) [290]
[287]    0.0    0.00    0.00     893         void std::_Destroy_aux<true>::__destroy<unsigned short*>(unsigned short*, unsigned short*) [287]
-----------------------------------------------
                0.00    0.00     893/893         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::~_Vector_base() [289]
[288]    0.0    0.00    0.00     893         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_Vector_impl::~_Vector_impl() [288]
                0.00    0.00     893/1676        std::allocator<unsigned short>::~allocator() [280]
-----------------------------------------------
                0.00    0.00     893/893         std::vector<unsigned short, std::allocator<unsigned short> >::~vector() [41]
[289]    0.0    0.00    0.00     893         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::~_Vector_base() [289]
                0.00    0.00     893/1214        std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_deallocate(unsigned short*, unsigned long) [284]
                0.00    0.00     893/893         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_Vector_impl::~_Vector_impl() [288]
-----------------------------------------------
                0.00    0.00     893/893         void std::_Destroy<unsigned short*, unsigned short>(unsigned short*, unsigned short*, std::allocator<unsigned short>&) [291]
[290]    0.0    0.00    0.00     893         void std::_Destroy<unsigned short*>(unsigned short*, unsigned short*) [290]
                0.00    0.00     893/4568416     std::is_constant_evaluated() [187]
                0.00    0.00     893/893         void std::_Destroy_aux<true>::__destroy<unsigned short*>(unsigned short*, unsigned short*) [287]
-----------------------------------------------
                0.00    0.00     893/893         std::vector<unsigned short, std::allocator<unsigned short> >::~vector() [41]
[291]    0.0    0.00    0.00     893         void std::_Destroy<unsigned short*, unsigned short>(unsigned short*, unsigned short*, std::allocator<unsigned short>&) [291]
                0.00    0.00     893/893         void std::_Destroy<unsigned short*>(unsigned short*, unsigned short*) [290]
-----------------------------------------------
                0.00    0.00      40/882         __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::operator+(long) const [507]
                0.00    0.00     401/882         std::vector<unsigned short, std::allocator<unsigned short> >::end() [324]
                0.00    0.00     441/882         std::vector<unsigned short, std::allocator<unsigned short> >::begin() [316]
[292]    0.0    0.00    0.00     882         __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >::__normal_iterator(unsigned short* const&) [292]
-----------------------------------------------
                0.00    0.00     806/806         std::vector<unsigned short, std::allocator<unsigned short> >::_S_max_size(std::allocator<unsigned short> const&) [294]
[293]    0.0    0.00    0.00     806         std::allocator_traits<std::allocator<unsigned short> >::max_size(std::allocator<unsigned short> const&) [293]
-----------------------------------------------
                0.00    0.00     164/806         std::vector<unsigned short, std::allocator<unsigned short> >::_S_check_init_len(unsigned long, std::allocator<unsigned short> const&) [370]
                0.00    0.00     642/806         std::vector<unsigned short, std::allocator<unsigned short> >::max_size() const [306]
[294]    0.0    0.00    0.00     806         std::vector<unsigned short, std::allocator<unsigned short> >::_S_max_size(std::allocator<unsigned short> const&) [294]
                0.00    0.00     806/806         std::allocator_traits<std::allocator<unsigned short> >::max_size(std::allocator<unsigned short> const&) [293]
                0.00    0.00     806/653466      unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [230]
-----------------------------------------------
                0.00    0.00     773/773         std::allocator_traits<std::allocator<unsigned short> >::deallocate(std::allocator<unsigned short>&, unsigned short*, unsigned long) [299]
[295]    0.0    0.00    0.00     773         __gnu_cxx::new_allocator<unsigned short>::deallocate(unsigned short*, unsigned long) [295]
-----------------------------------------------
                0.00    0.00     773/773         std::allocator_traits<std::allocator<unsigned short> >::allocate(std::allocator<unsigned short>&, unsigned long) [300]
[296]    0.0    0.00    0.00     773         __gnu_cxx::new_allocator<unsigned short>::allocate(unsigned long, void const*) [296]
                0.00    0.00     773/773         __gnu_cxx::new_allocator<unsigned short>::_M_max_size() const [297]
-----------------------------------------------
                0.00    0.00     773/773         __gnu_cxx::new_allocator<unsigned short>::allocate(unsigned long, void const*) [296]
[297]    0.0    0.00    0.00     773         __gnu_cxx::new_allocator<unsigned short>::_M_max_size() const [297]
-----------------------------------------------
                0.00    0.00      40/773         void std::vector<unsigned short, std::allocator<unsigned short> >::_M_range_initialize<__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > > >(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, __gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, std::forward_iterator_tag) [515]
                0.00    0.00     321/773         void std::vector<unsigned short, std::allocator<unsigned short> >::_M_realloc_insert<unsigned short const&>(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned short const&) [148]
                0.00    0.00     412/773         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_create_storage(unsigned long) [322]
[298]    0.0    0.00    0.00     773         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_allocate(unsigned long) [298]
                0.00    0.00     773/773         std::allocator_traits<std::allocator<unsigned short> >::allocate(std::allocator<unsigned short>&, unsigned long) [300]
-----------------------------------------------
                0.00    0.00     773/773         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_deallocate(unsigned short*, unsigned long) [284]
[299]    0.0    0.00    0.00     773         std::allocator_traits<std::allocator<unsigned short> >::deallocate(std::allocator<unsigned short>&, unsigned short*, unsigned long) [299]
                0.00    0.00     773/4568416     std::is_constant_evaluated() [187]
                0.00    0.00     773/773         __gnu_cxx::new_allocator<unsigned short>::deallocate(unsigned short*, unsigned long) [295]
-----------------------------------------------
                0.00    0.00     773/773         std::_Vector_base<unsigned short, std::allocator<unsigned short> >::_M_allocate(unsigned long) [298]
[300]    0.0    0.00    0.00     773         std::allocator_traits<std::allocator<unsigned short> >::allocate(std::allocator<unsigned short>&, unsigned long) [300]
                0.00    0.00     773/4568416     std::is_constant_evaluated() [187]
                0.00    0.00     773/773         __gnu_cxx::new_allocator<unsigned short>::allocate(unsigned long, void const*) [296]
-----------------------------------------------
                0.00    0.00      72/692         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [480]
                0.00    0.00      72/692         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::_M_allocate_buckets(unsigned long) [479]
                0.00    0.00     107/692         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>*) [101]
                0.00    0.00     107/692         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, false>*) [427]
                0.00    0.00     120/692         std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_move_assign(std::_Hashtable<unsigned short, std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > >, std::allocator<std::pair<unsigned short const, std::vector<unsigned short, std::allocator<unsigned short> > > >, std::__detail::_Select1st, std::equal_to<unsigned short>, std::hash<unsigned short>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >&&, std::integral_constant<bool, true>) [103]
